year, month, day, dow, hol, ObsCode, dcnn,Pstn,Tdry,RH,N8,rd,sss
1974,03,06,3_we,x,"PktReg",5576,1018.6,1.9,85,6,0,5.8
1974,03,07,4_th,x,"PktReg",5576,1024.2,7.0,77,7,0,3.5
1974,03,08,5_fr,x,"PktReg",5576,1022.3,3.7,69,8,0,4.3
1974,03,09,6_sa,x,"PktReg",5576,1013.2,2.1,91,8,1,0.0
1974,03,10,7_su,x,"PktReg",5576,1006.7,1.2,96,8,1,0.0
1974,03,11,1_mo,x,"PktReg",5576,1013.6,3.3,91,7,0,0.5
1974,03,12,2_tu,x,"PktReg",5576,1012.6,3.6,95,8,0,0.4
1974,03,13,3_we,x,"PktReg",5576,1010.5,1.7,96,8,0,4.5
1974,03,14,4_th,x,"PktReg",5576,1011.1,4.5,79,6,1,5.0
1974,03,15,5_fr,x,"PktReg",5576,998.2,6.7,95,8,1,0.0
1974,03,16,6_sa,x,"PktReg",5576,990.9,9.5,73,6,0,8.2
1974,03,17,7_su,x,"PktReg",5576,999.5,8.1,79,8,1,0.1
1974,03,18,1_mo,x,"PktReg",5576,989.1,6.4,79,7,1,7.6
1974,03,19,2_tu,x,"PktReg; solar radiation power off for 57 mins at 0918; no correction made",5576,995.6,7.9,87,7,1,5.0
1974,03,20,3_we,x,"PktReg",5576,1002.7,5.9,89,7,1,4.9
1974,03,21,4_th,x,"PktReg",5576,1015.2,2.1,98,9,0,4.5
1974,03,22,5_fr,x,"PktReg",5576,1016.1,5.7,94,8,0,0.0
1974,03,23,6_sa,x,"PktReg",5576,1013.4,6.9,91,8,0,0.0
1974,03,24,7_su,x,"PktReg",5576,1014.3,5.8,91,8,1,0.0
1974,03,25,1_mo,x,"PktReg",5576,1010.4,7.6,97,9,0,4.3
1974,03,26,2_tu,x,"PktReg",5576,1010.8,6.5,94,8,0,0.0
1974,03,27,3_we,x,"PktReg",5576,1010.6,4.9,92,8,0,0.0
1974,03,28,4_th,x,"PktReg",5576,1011.3,5.1,90,8,0,0.0
1974,03,29,5_fr,x,"PktReg",5576,1012.0,5.4,91,8,0,5.5
1974,03,30,6_sa,x,"PktReg",5576,1022.3,8.5,73,0,0,9.5
1974,03,31,7_su,x,"PktReg",5576,1023.2,6.9,64,1,0,10.1
1974,04,01,1_mo,x,"PktReg",5576,1011.7,4.8,98,9,0,0.7
1974,04,02,2_tu,x,"PktReg",5576,1004.3,8.6,93,8,0,3.3
1974,04,03,3_we,x,"PktReg",5576,1010.8,9.3,87,8,0,1.6
1974,04,04,4_th,x,"PktReg",5576,1016.3,12.5,65,4,0,9.9
1974,04,05,5_fr,x,"PktReg",5576,1018.3,10.7,68,0,0,10.9
1974,04,06,6_sa,x,"PktReg",5576,1019.5,9.0,77,0,0,10.0
1974,04,07,7_su,x,"PktReg",5576,1022.0,10.6,70,1,0,11.0
1974,04,08,1_mo,x,"PktReg",5576,1019.9,7.8,82,7,0,8.4
1974,04,09,2_tu,x,"PktReg",5576,1011.5,8.4,78,1,0,9.4
1974,04,10,3_we,x,"PktReg",5576,1000.9,6.4,92,8,1,6.1
1974,04,11,4_th,x,"PktReg",5576,993.1,10.0,93,8,1,3.0
1974,04,12,5_fr,EF,"PktReg",5576,999.5,9.8,91,8,1,0.9
1974,04,13,6_sa,ES,"PktReg",5576,1011.5,6.4,71,8,0,5.0
1974,04,14,7_su,EA,"PktReg",5576,1016.7,7.0,63,1,0,12.4
1974,04,15,1_mo,EM,"PktReg",5576,1019.8,7.1,78,7,0,1.8
1974,04,16,2_tu,x,"PktReg",5576,1022.4,7.6,69,1,0,12.1
1974,04,17,3_we,x,"PktReg",5576,1024.3,5.4,91,8,0,0.0
1974,04,18,4_th,x,"PktReg",5576,1024.0,7.5,68,8,0,0.2
1974,04,19,5_fr,x,"PktReg",5576,1024.4,7.0,77,7,0,0.7
1974,04,20,6_sa,x,"PktReg",5576,1023.5,9.0,63,1,0,7.4
1974,04,21,7_su,x,"PktReg",5576,1023.2,6.5,62,8,0,5.9
1974,04,22,1_mo,x,"PktReg",5576,1023.0,7.2,63,7,0,5.4
1974,04,23,2_tu,x,"PktReg",5576,1023.4,9.7,64,1,0,9.6
1974,04,24,3_we,x,"PktReg",5576,1020.0,7.0,75,8,0,2.0
1974,04,25,4_th,x,"PktReg",5576,1014.6,7.0,71,8,1,0.2
1974,04,26,5_fr,x,"PktReg",5576,1009.3,7.9,71,7,1,5.7
1974,04,27,6_sa,x,"PktReg",5576,1005.4,7.5,54,8,1,3.4
1974,04,28,7_su,x,"PktReg",5576,1001.1,5.5,89,8,0,2.6
1974,04,29,1_mo,x,"PktReg",5576,1004.7,5.7,95,7,0,5.8
1974,04,30,2_tu,x,"PktReg",5576,1000.4,11.0,66,0,0,12.0
1974,05,01,3_we,x,"PktReg",5576,999.4,10.7,65,7,1,8.1
1974,05,02,4_th,x,"PktReg",5576,998.6,9.2,64,1,1,8.5
1974,05,03,5_fr,x,"PktReg",5576,991.9,8.9,77,8,0,0.1
1974,05,04,6_sa,x,"PktReg",5576,998.5,9.0,88,8,0,0.0
1974,05,05,7_su,x,"PktReg",5576,1008.9,8.5,69,8,0,1.1
1974,05,06,1_mo,x,"PktReg",5576,1018.9,6.9,71,7,0,11.6
1974,05,07,2_tu,x,"PktReg",5576,1021.1,8.1,68,6,0,9.3
1974,05,08,3_we,x,"PktReg",5576,1016.7,9.8,69,0,0,7.3
1974,05,09,4_th,x,"PktReg",5576,1008.3,12.2,57,7,1,1.7
1974,05,10,5_fr,x,"PktReg",5576,994.4,11.5,70,7,1,10.3
1974,05,11,6_sa,x,"PktReg",5576,997.4,11.0,83,7,0,4.5
1974,05,12,7_su,x,"PktReg",5576,1008.5,12.2,72,7,1,2.3
1974,05,13,1_mo,x,"PktReg",5576,1008.8,13.4,73,7,1,4.8
1974,05,14,2_tu,x,"PktReg",5576,1019.4,12.9,57,3,0,11.9
1974,05,15,3_we,x,"PktReg",5576,1019.2,15.5,56,1,0,13.7
1974,05,16,4_th,x,"PktReg",5576,1008.3,15.7,63,1,0,5.8
1974,05,17,5_fr,x,"PktReg",5576,1012.0,16.1,66,7,0,6.9
1974,05,18,6_sa,x,"PktReg",5576,1018.2,16.8,49,1,0,9.7
1974,05,19,7_su,x,"PktReg",5576,1020.2,12.0,81,7,0,10.4
1974,05,20,1_mo,x,"PktReg",5576,1018.8,16.7,49,6,0,9.0
1974,05,21,2_tu,x,"PktReg",5576,1018.7,11.5,85,7,0,1.5
1974,05,22,3_we,x,"PktReg",5576,1014.2,12.0,74,7,1,4.3
1974,05,23,4_th,x,"PktReg",5576,1006.7,11.0,72,8,1,2.3
1974,05,24,5_fr,x,"PktReg",5576,1010.3,10.5,85,7,1,9.6
1974,05,25,6_sa,L6,"PktReg",5576,1018.0,11.9,66,8,0,0.9
1974,05,26,7_su,L7,"PktReg",5576,1018.8,14.4,57,1,0,10.1
1974,05,27,1_mo,LS,"PktReg",5576,1011.6,16.4,66,5,0,10.6
1974,05,28,2_tu,x,"PktReg",5576,1004.9,15.2,61,7,0,3.2
1974,05,29,3_we,x,"PktReg",5576,1008.2,12.3,53,1,0,13.9
1974,05,30,4_th,x,"PktReg",5576,1010.6,15.0,43,4,1,14.3
1974,05,31,5_fr,x,"PktReg",5576,1006.7,11.4,75,8,0,3.3
1974,06,01,6_sa,x,"PktReg; Munro wind at 12m for 38ft ROW and max gust starts today",5576,1017.5,16.3,61,7,0,5.7
1974,06,02,7_su,x,"PktReg",5576,1018.0,15.2,87,8,1,0.0
1974,06,03,1_mo,x,"PktReg",5576,1020.8,15.9,71,6,0,11.1
1974,06,04,2_tu,x,"PktReg",5576,1022.9,15.0,49,1,0,14.8
1974,06,05,3_we,x,"PktReg",5576,1011.6,15.9,65,1,1,9.1
1974,06,06,4_th,x,"PktReg",5576,1007.0,12.6,62,3,1,10.2
1974,06,07,5_fr,x,"PktReg",5576,1014.1,12.3,55,6,1,11.1
1974,06,08,6_sa,x,"PktReg",5576,1006.6,10.6,90,7,0,2.1
1974,06,09,7_su,x,"PktReg",5576,1009.1,13.0,56,6,1,7.1
1974,06,10,1_mo,x,"PktReg",5576,1006.1,10.5,75,5,0,5.6
1974,06,11,2_tu,x,"PktReg",5576,1011.2,14.3,57,1,0,13.2
1974,06,12,3_we,x,"PktReg",5576,1021.0,16.4,72,7,0,2.6
1974,06,13,4_th,x,"PktReg",5576,1020.8,13.4,64,2,0,14.5
1974,06,14,5_fr,x,"PktReg",5576,1014.9,16.7,49,4,0,13.6
1974,06,15,6_sa,x,"PktReg",5576,1014.5,17.2,72,3,1,13.8
1974,06,16,7_su,x,"PktReg",5576,1009.8,18.9,64,6,1,9.6
1974,06,17,1_mo,x,"PktReg",5576,1003.6,16.5,83,7,0,7.1
1974,06,18,2_tu,x,"PktReg",5576,1011.9,15.0,58,7,0,12.8
1974,06,19,3_we,x,"PktReg",5576,1016.4,15.2,78,8,0,1.0
1974,06,20,4_th,x,"PktReg",5576,1018.5,18.2,66,6,0,13.0
1974,06,21,5_fr,x,"PktReg",5576,1016.6,20.5,60,1,0,15.0
1974,06,22,6_sa,x,"PktReg",5576,1013.9,13.6,76,7,0,8.8
1974,06,23,7_su,x,"PktReg",5576,1011.2,14.8,78,8,0,0.6
1974,06,24,1_mo,x,"PktReg",5576,1010.5,13.9,79,8,0,3.8
1974,06,25,2_tu,x,"PktReg",5576,1008.2,12.6,82,8,1,5.6
1974,06,26,3_we,x,"PktReg",5576,997.8,11.0,96,8,1,0.0
1974,06,27,4_th,x,"PktReg",5576,994.3,12.2,95,8,1,0.0
1974,06,28,5_fr,x,"PktReg",5576,996.2,11.8,93,8,1,0.0
1974,06,29,6_sa,x,"PktReg",5576,998.6,15.3,79,7,1,5.8
1974,06,30,7_su,x,"PktReg",5576,1003.6,14.4,91,8,1,2.3
1974,07,01,1_mo,x,"PktReg; standard evap. Tank emptied and cleaned during day then refilled at 1200h",5576,1007.5,15.8,58,4,0,14.9
1974,07,02,2_tu,x,"PktReg",5576,1017.6,16.6,63,7,1,2.0
1974,07,03,3_we,x,"PktReg",5576,1006.2,13.5,69,7,0,7.7
1974,07,04,4_th,x,"PktReg",5576,1008.7,13.8,82,8,1,0.0
1974,07,05,5_fr,x,"PktReg",5576,1003.2,16.3,86,8,0,6.5
1974,07,06,6_sa,x,"PktReg",5576,1011.4,15.5,57,7,0,13.7
1974,07,07,7_su,x,"PktReg",5576,1019.3,17.1,73,7,0,3.0
1974,07,08,1_mo,x,"PktReg",5576,1018.3,18.7,77,7,0,7.6
1974,07,09,2_tu,x,"PktReg",5576,1015.6,18.0,63,5,0,9.8
1974,07,10,3_we,x,"PktReg",5576,1017.0,15.0,88,8,1,0.1
1974,07,11,4_th,x,"PktReg",5576,1012.7,15.4,68,8,0,2.1
1974,07,12,5_fr,x,"PktReg",5576,1010.1,16.3,71,7,1,3.1
1974,07,13,6_sa,x,"PktReg",5576,1002.5,13.0,92,8,1,0.8
1974,07,14,7_su,x,"PktReg",5576,1005.9,15.0,68,2,1,7.1
1974,07,15,1_mo,x,"PktReg",5576,1001.5,13.6,93,8,1,0.1
1974,07,16,2_tu,x,"PktReg",5576,998.1,15.5,69,7,1,2.9
1974,07,17,3_we,x,"PktReg",5576,1007.9,12.0,87,8,1,6.8
1974,07,18,4_th,x,"PktReg",5576,1016.6,14.6,65,1,0,9.1
1974,07,19,5_fr,x,"PktReg",5576,1020.5,16.6,59,6,1,6.7
1974,07,20,6_sa,x,"PktReg",5576,1018.6,20.0,73,5,0,10.5
1974,07,21,7_su,x,"PktReg",5576,1020.0,17.4,67,6,0,14.3
1974,07,22,1_mo,x,"PktReg",5576,1014.0,17.7,68,1,0,7.5
1974,07,23,2_tu,x,"PktReg",5576,1011.5,17.3,57,4,1,10.7
1974,07,24,3_we,x,"PktReg",5576,1004.5,12.9,91,8,1,3.2
1974,07,25,4_th,x,"PktReg; 20cm soil temp from MIDAS; register value seems low at 15.3",5576,1014.8,16.3,58,1,0,11.6
1974,07,26,5_fr,x,"PktReg",5576,1012.4,15.9,88,7,0,7.0
1974,07,27,6_sa,x,"PktReg",5576,1011.0,14.7,81,8,0,2.4
1974,07,28,7_su,x,"PktReg",5576,1012.6,17.7,71,6,0,6.8
1974,07,29,1_mo,x,"PktReg",5576,1016.5,17.0,66,6,0,13.1
1974,07,30,2_tu,x,"PktReg",5576,1014.2,17.6,79,8,0,3.9
1974,07,31,3_we,x,"PktReg",5576,1008.5,18.1,74,8,0,0.9
1974,08,01,4_th,x,"PktReg",5576,1007.8,17.1,73,6,0,7.0
1974,08,02,5_fr,x,"PktReg",5576,1012.7,16.6,59,1,0,11.3
1974,08,03,6_sa,x,"PktReg",5576,1013.7,16.5,64,7,1,4.7
1974,08,04,7_su,x,"PktReg",5576,1005.0,13.4,91,8,1,0.2
1974,08,05,1_mo,x,"PktReg",5576,1018.7,13.7,80,4,0,9.4
1974,08,06,2_tu,x,"PktReg",5576,1021.8,17.3,64,6,0,12.0
1974,08,07,3_we,x,"PktReg",5576,1010.2,17.5,73,7,1,3.0
1974,08,08,4_th,x,"PktReg",5576,998.3,16.9,80,8,1,7.7
1974,08,09,5_fr,x,"PktReg",5576,1003.1,17.2,74,7,1,5.1
1974,08,10,6_sa,x,"PktReg",5576,997.7,15.6,70,7,1,7.0
1974,08,11,7_su,x,"PktReg",5576,1009.4,15.9,62,2,1,10.4
1974,08,12,1_mo,x,"PktReg",5576,1004.9,15.7,89,8,1,3.6
1974,08,13,2_tu,x,"PktReg",5576,1008.2,12.5,93,8,1,0.3
1974,08,14,3_we,x,"PktReg",5576,1008.0,18.3,91,8,1,0.0
1974,08,15,4_th,x,"PktReg",5576,1013.2,19.9,66,2,1,10.7
1974,08,16,5_fr,x,"PktReg",5576,1011.6,16.6,92,8,0,2.5
1974,08,17,6_sa,x,"PktReg",5576,1015.2,16.9,71,2,1,11.3
1974,08,18,7_su,x,"PktReg",5576,1018.5,12.2,95,8,1,0.1
1974,08,19,1_mo,x,"PktReg",5576,1024.8,14.4,82,5,0,9.9
1974,08,20,2_tu,x,"PktReg",5576,1025.2,17.1,81,1,0,11.5
1974,08,21,3_we,x,"PktReg",5576,1019.6,16.8,69,1,0,11.9
1974,08,22,4_th,x,"PktReg",5576,1017.3,17.7,71,1,0,12.0
1974,08,23,5_fr,x,"PktReg",5576,1015.2,16.6,70,7,0,3.2
1974,08,24,6_sa,S6,"PktReg",5576,1014.1,18.7,65,5,0,7.9
1974,08,25,7_su,S7,"PktReg",5576,1011.4,18.0,79,7,1,1.7
1974,08,26,1_mo,SM,"PktReg",5576,1006.1,12.3,94,7,0,7.0
1974,08,27,2_tu,x,"PktReg",5576,1015.9,14.4,65,2,0,11.5
1974,08,28,3_we,x,"PktReg",5576,1018.8,15.4,68,1,0,12.0
1974,08,29,4_th,x,"PktReg",5576,1009.2,16.9,74,6,0,4.6
1974,08,30,5_fr,x,"PktReg",5576,1003.1,16.3,81,7,1,0.4
1974,08,31,6_sa,x,"PktReg",5576,1002.1,14.2,82,5,1,4.6
1974,09,01,7_su,x,"PktReg",5576,992.8,13.2,94,7,1,3.1
1974,09,02,1_mo,x,"PktReg",5576,989.5,14.0,88,8,1,3.2
1974,09,03,2_tu,x,"PktReg",5576,993.7,14.5,77,7,1,6.2
1974,09,04,3_we,x,"PktReg",5576,1000.7,13.1,87,8,1,0.3
1974,09,05,4_th,x,"PktReg",5576,991.5,11.9,99,8,1,0.0
1974,09,06,5_fr,x,"PktReg",5576,993.5,14.6,74,2,1,9.3
1974,09,07,6_sa,x,"PktReg",5576,983.6,15.3,65,4,1,7.9
1974,09,08,7_su,x,"PktReg",5576,1000.5,15.0,62,2,1,6.6
1974,09,09,1_mo,x,"PktReg",5576,1006.3,14.0,78,3,1,8.9
1974,09,10,2_tu,x,"PktReg",5576,1020.8,12.6,89,7,0,6.4
1974,09,11,3_we,x,"PktReg",5576,1014.9,15.3,83,8,1,2.5
1974,09,12,4_th,x,"PktReg",5576,1010.0,15.8,89,8,1,4.7
1974,09,13,5_fr,x,"PktReg",5576,1009.5,16.7,88,8,0,3.1
1974,09,14,6_sa,x,"PktReg",5576,1018.5,14.0,81,1,0,8.6
1974,09,15,7_su,x,"PktReg",5576,1011.8,15.0,89,8,1,0.1
1974,09,16,1_mo,x,"PktReg",5576,1011.9,15.2,93,8,0,4.5
1974,09,17,2_tu,x,"PktReg",5576,1012.0,13.1,93,7,1,2.7
1974,09,18,3_we,x,"PktReg",5576,1021.9,12.2,61,0,0,11.4
1974,09,19,4_th,x,"PktReg",5576,1021.8,11.0,75,5,0,7.3
1974,09,20,5_fr,x,"PktReg",5576,1016.4,12.1,74,1,0,9.6
1974,09,21,6_sa,x,"PktReg",5576,1003.6,13.0,78,7,1,2.4
1974,09,22,7_su,x,"PktReg",5576,1002.9,10.1,76,1,1,9.1
1974,09,23,1_mo,x,"PktReg",5576,985.5,12.1,93,7,1,3.5
1974,09,24,2_tu,x,"PktReg",5576,996.7,10.2,64,4,1,7.8
1974,09,25,3_we,x,"PktReg",5576,983.0,11.0,74,7,1,5.5
1974,09,26,4_th,x,"PktReg",5576,1003.6,10.4,70,3,1,7.5
1974,09,27,5_fr,x,"PktReg",5576,990.0,9.7,97,8,1,0.0
1974,09,28,6_sa,x,"PktReg",5576,994.6,8.4,77,1,0,7.6
1974,09,29,7_su,x,"PktReg",5576,1003.0,7.9,79,1,1,6.6
1974,09,30,1_mo,x,"PktReg",5576,1011.6,8.0,83,1,0,9.1
1974,10,01,2_tu,x,"PktReg",5576,1020.1,8.1,85,0,1,8.3
1974,10,02,3_we,x,"PktReg",5576,1010.9,7.0,96,8,1,1.5
1974,10,03,4_th,x,"PktReg",5576,1007.4,8.8,75,1,1,8.1
1974,10,04,5_fr,x,"PktReg",5576,1005.9,6.8,90,8,1,0.0
1974,10,05,6_sa,x,"PktReg",5576,1011.8,9.5,83,7,0,1.4
1974,10,06,7_su,x,"PktReg",5576,1009.2,8.5,85,7,1,0.1
1974,10,07,1_mo,x,"PktReg",5576,987.1,4.9,94,8,1,0.0
1974,10,08,2_tu,x,"PktReg",5576,998.1,9.4,83,8,0,6.8
1974,10,09,3_we,x,"PktReg",5576,1013.8,8.9,82,8,1,4.1
1974,10,10,4_th,x,"PktReg",5576,1011.9,6.3,97,7,1,3.2
1974,10,11,5_fr,x,"PktReg",5576,1012.6,7.1,90,8,0,0.3
1974,10,12,6_sa,x,"PktReg",5576,1017.4,5.9,77,2,0,8.5
1974,10,13,7_su,x,"PktReg",5576,1018.6,4.9,81,7,0,5.7
1974,10,14,1_mo,x,"PktReg",5576,1018.8,7.0,88,2,0,6.7
1974,10,15,2_tu,x,"PktReg",5576,1018.5,4.1,97,8,1,0.0
1974,10,16,3_we,x,"PktReg",5576,1009.5,10.0,97,8,1,0.0
1974,10,17,4_th,x,"PktReg",5576,1012.8,8.3,93,6,1,0.8
1974,10,18,5_fr,x,"PktReg",5576,1011.3,8.6,90,8,1,0.0
1974,10,19,6_sa,x,"PktReg",5576,1003.6,8.7,77,1,1,5.8
1974,10,20,7_su,x,"PktReg",5576,998.0,8.0,79,4,1,5.6
1974,10,21,1_mo,x,"PktReg",5576,1001.3,6.7,82,1,1,9.1
1974,10,22,2_tu,x,"PktReg",5576,999.5,8.7,81,2,0,5.1
1974,10,23,3_we,x,"PktReg",5576,1007.9,9.1,77,8,0,0.0
1974,10,24,4_th,x,"PktReg",5576,1019.4,7.4,79,7,0,3.1
1974,10,25,5_fr,x,"PktReg",5576,1017.7,8.7,79,8,0,1.3
1974,10,26,6_sa,x,"PktReg",5576,1015.5,10.7,85,8,0,0.0
1974,10,27,7_su,x,"PktReg",5576,1007.3,9.4,74,8,0,3.2
1974,10,28,1_mo,x,"PktReg",5576,1004.5,6.3,71,1,0,6.4
1974,10,29,2_tu,x,"PktReg",5576,1009.6,4.6,63,1,0,5.9
1974,10,30,3_we,x,"PktReg",5576,1013.7,3.1,81,1,1,2.5
1974,10,31,4_th,x,"PktReg",5576,1009.2,1.9,94,7,1,4.4
1974,11,01,5_fr,x,"PktReg",5576,1008.8,6.9,99,7,1,0.6
1974,11,02,6_sa,x,"PktReg",5576,1014.7,8.5,99,8,1,0.0
1974,11,03,7_su,x,"PktReg",5576,1008.8,8.4,92,7,1,3.0
1974,11,04,1_mo,x,"PktReg",5576,1013.4,6.3,89,7,0,2.6
1974,11,05,2_tu,x,"PktReg",5576,1025.2,6.1,83,7,0,2.0
1974,11,06,3_we,x,"PktReg",5576,1023.8,7.7,81,6,1,2.3
1974,11,07,4_th,x,"PktReg",5576,1021.8,8.6,94,8,1,0.0
1974,11,08,5_fr,x,"PktReg",5576,1015.6,11.3,93,7,0,0.1
1974,11,09,6_sa,x,"PktReg",5576,1007.3,12.0,93,8,1,0.1
1974,11,10,7_su,x,"PktReg",5576,1009.9,7.0,82,1,1,4.0
1974,11,11,1_mo,x,"PktReg",5576,994.8,10.0,93,8,1,0.1
1974,11,12,2_tu,x,"PktReg",5576,995.3,6.5,78,5,1,5.4
1974,11,13,3_we,x,"PktReg",5576,994.5,8.9,88,8,1,0.0
1974,11,14,4_th,x,"PktReg",5576,978.8,8.5,89,8,1,3.0
1974,11,15,5_fr,x,"PktReg",5576,989.7,8.0,93,1,1,3.6
1974,11,16,6_sa,x,"PktReg",5576,992.6,6.2,91,7,1,3.9
1974,11,17,7_su,x,"PktReg",5576,1004.6,5.9,95,6,1,2.5
1974,11,18,1_mo,x,"PktReg; Met shed flooded",5576,996.8,6.1,97,8,1,0.0
1974,11,19,2_tu,x,"PktReg",5576,1009.0,4.4,89,7,1,5.0
1974,11,20,3_we,x,"PktReg",5576,1000.0,6.4,97,8,1,0.1
1974,11,21,4_th,x,"PktReg; TS gauge flooded so rain duration taken from Shinfield",5576,1001.3,9.3,95,7,1,0.1
1974,11,22,5_fr,x,"PktReg",5576,991.9,9.2,97,8,0,0.1
1974,11,23,6_sa,x,"PktReg",5576,1000.5,10.4,95,8,1,0.1
1974,11,24,7_su,x,"PktReg",5576,1002.1,6.9,88,7,1,0.1
1974,11,25,1_mo,x,"PktReg",5576,1000.0,5.9,68,1,0,6.8
1974,11,26,2_tu,x,"PktReg",5576,1005.1,4.4,81,2,1,0.8
1974,11,27,3_we,x,"PktReg",5576,996.9,8.5,94,8,1,0.5
1974,11,28,4_th,x,"PktReg",5576,993.4,6.7,73,5,0,2.5
1974,11,29,5_fr,x,"PktReg",5576,1008.7,4.9,78,1,1,4.4
1974,11,30,6_sa,x,"PktReg",5576,1002.3,9.9,93,8,0,2.7
1974,12,01,7_su,x,"PktReg",5576,1011.8,9.1,86,8,0,0.0
1974,12,02,1_mo,x,"PktReg",5576,1019.5,11.8,84,7,0,0.3
1974,12,03,2_tu,x,"PktReg",5576,1025.6,11.1,92,8,0,0.0
1974,12,04,3_we,x,"PktReg",5576,1015.2,10.5,90,8,0,3.5
1974,12,05,4_th,x,"PktReg",5576,1021.7,7.0,78,7,0,1.0
1974,12,06,5_fr,x,"PktReg",5576,1020.8,8.0,80,7,0,0.4
1974,12,07,6_sa,x,"PktReg",5576,1017.6,11.0,85,4,0,0.3
1974,12,08,7_su,x,"PktReg",5576,1017.4,10.5,87,8,0,0.0
1974,12,09,1_mo,x,"PktReg",5576,1011.4,8.6,89,7,0,0.9
1974,12,10,2_tu,x,"PktReg",5576,1011.2,3.9,82,7,1,2.2
1974,12,11,3_we,x,"PktReg",5576,1002.7,2.9,74,3,1,5.4
1974,12,12,4_th,x,"PktReg",5576,1002.8,5.0,98,8,1,0.0
1974,12,13,5_fr,x,"PktReg",5576,1017.4,0.9,67,1,0,3.7
1974,12,14,6_sa,x,"PktReg",5576,1012.5,8.3,82,7,1,2.4
1974,12,15,7_su,x,"PktReg",5576,1014.9,3.5,90,1,1,5.1
1974,12,16,1_mo,x,"PktReg",5576,1003.9,8.4,90,8,1,0.0
1974,12,17,2_tu,x,"PktReg",5576,996.0,5.3,65,1,0,5.8
1974,12,18,3_we,x,"PktReg",5576,1008.6,4.4,74,7,1,0.1
1974,12,19,4_th,x,"PktReg",5576,1016.0,8.8,88,7,0,0.0
1974,12,20,5_fr,x,"PktReg",5576,1009.9,10.3,76,7,0,0.5
1974,12,21,6_sa,x,"PktReg",5576,1010.0,11.0,81,8,1,0.0
1974,12,22,7_su,x,"PktReg",5576,1008.3,10.0,93,8,1,1.8
1974,12,23,1_mo,x,"PktReg",5576,1010.8,10.8,91,7,1,3.0
1974,12,24,2_tu,XE,"PktReg",5576,998.7,7.0,88,7,1,3.4
1974,12,25,3_we,XD,"PktReg",5576,1007.2,7.2,91,8,1,0.0
1974,12,26,4_th,XB,"PktReg",5576,1002.8,10.5,81,8,1,0.3
1974,12,27,5_fr,x,"PktReg",5576,998.0,8.0,83,7,1,0.9
1974,12,28,6_sa,x,"PktReg",5576,1008.2,14.0,80,8,1,1.7
1974,12,29,7_su,x,"PktReg; 2m, 24ft, 38ft ROW, evap tank total for 29th and 30th combined known - split 50:50 across days ",5576,1016.2,10.9,76,2,0,4.9
1974,12,30,1_mo,x,"PktReg; soil temps observed at 1300h; these values are MIDAS 0900h estimates",5576,1036.7,1.7,91,3,0,4.0
1974,12,31,2_tu,NE,"PktReg",5576,1029.1,7.6,84,7,0,0.9
1975,01,01,3_we,NY,"PktReg",5576,1024.9,7.3,85,8,1,0.0
1975,01,02,4_th,x,"PktReg",5576,1024.6,7.7,96,8,0,0.0
1975,01,03,5_fr,x,"PktReg",5576,1023.4,6.6,87,8,0,0.0
1975,01,04,6_sa,x,"PktReg",5576,1030.2,2.6,89,6,0,3.4
1975,01,05,7_su,x,"PktReg",5576,1025.4,8.5,93,8,0,0.0
1975,01,06,1_mo,x,"PktReg",5576,1016.3,9.0,84,8,1,0.1
1975,01,07,2_tu,x,"PktReg",5576,1012.0,6.8,81,7,1,0.1
1975,01,08,3_we,x,"PktReg",5576,1014.4,8.8,80,8,0,0.0
1975,01,09,4_th,x,"PktReg",5576,1017.5,8.2,83,8,0,0.0
1975,01,10,5_fr,x,"PktReg",5576,1015.3,8.3,74,8,0,0.0
1975,01,11,6_sa,x,"PktReg",5576,1004.9,10.5,83,7,0,2.2
1975,01,12,7_su,x,"PktReg",5576,1000.1,9.5,80,8,1,0.8
1975,01,13,1_mo,x,"PktReg",5576,1009.5,5.9,88,7,1,0.2
1975,01,14,2_tu,x,"PktReg",5576,990.7,9.6,78,7,1,0.5
1975,01,15,3_we,x,"PktReg",5576,990.7,11.7,75,7,1,3.1
1975,01,16,4_th,x,"PktReg",5576,995.0,3.5,91,5,1,2.5
1975,01,17,5_fr,x,"PktReg",5576,990.3,4.5,95,7,1,2.9
1975,01,18,6_sa,x,"PktReg; NCEP analysis suggests pressure change from 986.5/992.0 to 991.5/997.0",5576,991.5,4.7,97,8,1,0.0
1975,01,19,7_su,x,"PktReg",5576,1013.3,0.6,94,0,1,6.9
1975,01,20,1_mo,x,"PktReg",5576,1003.6,8.4,93,8,1,0.0
1975,01,21,2_tu,x,"PktReg",5576,1008.6,6.8,74,1,1,6.5
1975,01,22,3_we,x,"PktReg",5576,998.9,10.0,93,8,1,0.0
1975,01,23,4_th,x,"PktReg",5576,996.8,6.0,80,1,1,2.8
1975,01,24,5_fr,x,"PktReg",5576,1002.6,4.4,81,6,1,2.1
1975,01,25,6_sa,x,"PktReg; NCEP analysis suggests pressure change from 988.2/993.4 to 998.2/1003.4",5576,998.2,10.8,94,8,1,4.5
1975,01,26,7_su,x,"PktReg",5576,1014.4,1.9,85,2,1,2.7
1975,01,27,1_mo,x,"PktReg",5576,984.1,8.6,94,8,1,0.1
1975,01,28,2_tu,x,"PktReg",5576,994.6,3.1,91,8,1,0.0
1975,01,29,3_we,x,"PktReg",5576,1000.9,4.3,93,8,1,0.0
