year, month, day, dow, hol, ObsCode, dcnn,Pstn,Tdry,RH,N8,rd,sss
1908,01,01,3_we,NY,"MO return; min temp estimated on form",5578,1012.5,0.7,76,x,0,x
1908,01,02,4_th,x,"MO return",5578,1024.2,-1.8,x,x,0,x
1908,01,03,5_fr,x,"MO return",5578,1022.3,-5.1,x,x,0,x
1908,01,04,6_sa,x,"MO return",5578,1021.3,-2.9,93,x,0,x
1908,01,05,7_su,x,"MO return",5578,1024.2,-5.6,94,x,0,x
1908,01,06,1_mo,x,"MO return",5578,1017.1,4.8,91,x,1,x
1908,01,07,2_tu,x,"MO return",5578,1000.7,8.4,95,x,1,x
1908,01,08,3_we,x,"MO return",5578,980.0,3.5,91,x,1,x
1908,01,09,4_th,x,"MO return",5578,1002.4,1.2,78,x,1,x
1908,01,10,5_fr,x,"MO return",5578,1022.0,-0.6,93,x,0,x
1908,01,11,6_sa,x,"MO return",5578,1028.2,-6.4,90,x,0,x
1908,01,12,7_su,x,"MO return",5578,1023.7,-7.7,93,x,0,x
1908,01,13,1_mo,x,"MO return",5578,1019.0,-4.9,94,x,0,x
1908,01,14,2_tu,x,"MO return",5578,1021.8,4.3,82,x,1,x
1908,01,15,3_we,x,"MO return",5578,1020.1,5.5,97,x,0,x
1908,01,16,4_th,x,"MO return",5578,1013.2,9.7,91,x,1,x
1908,01,17,5_fr,x,"MO return",5578,1014.8,9.8,87,x,0,x
1908,01,18,6_sa,x,"MO return",5578,1023.9,1.2,97,x,0,x
1908,01,19,7_su,x,"MO return",5578,1023.3,0.8,95,x,0,x
1908,01,20,1_mo,x,"MO return",5578,1028.4,2.5,77,x,0,x
1908,01,21,2_tu,x,"MO return; reported degF dew point and vp (ins) slightly in error; discarded",5578,1033.2,1.1,55,x,1,x
1908,01,22,3_we,x,"MO return",5578,1028.1,1.2,87,x,0,x
1908,01,23,4_th,x,"MO return",5578,1029.8,1.3,96,x,1,x
1908,01,24,5_fr,x,"MO return; notes suggest rainfall for 24-25 split equally among the two days",5578,1030.3,-0.8,96,x,0,x
1908,01,25,6_sa,x,"MO return",5578,1026.3,-0.4,98,x,0,x
1908,01,26,7_su,x,"MO return",5578,1027.0,7.2,91,x,1,x
1908,01,27,1_mo,x,"MO return",5578,1011.4,10.5,94,x,0,x
1908,01,28,2_tu,x,"MO return",5578,1002.5,5.6,78,x,1,x
1908,01,29,3_we,x,"MO return",5578,1008.5,2.2,68,x,0,x
1908,01,30,4_th,x,"MO return",5578,1020.6,0.7,72,x,1,x
1908,01,31,5_fr,x,"MO return",5578,1012.4,4.3,83,x,0,x
1908,02,01,6_sa,x,"MO return",5578,1010.4,3.9,74,x,0,x
1908,02,02,7_su,x,"MO return; return says maxt=48.4; MO changed this to 43.4; MO have changed min temp from 31.9 to 26.9",5578,1023.6,-2.1,x,x,0,x
1908,02,03,1_mo,x,"MO return",5578,1019.6,2.3,94,x,1,x
1908,02,04,2_tu,x,"MO return",5578,1027.2,1.6,72,x,0,x
1908,02,05,3_we,x,"MO return",5578,1035.6,0.0,77,x,0,x
1908,02,06,4_th,x,"MO return; P and MSLP are maybe 0.1in too low",5578,1033.3,6.1,88,x,1,x
1908,02,07,5_fr,x,"MO return; P and MSLP are maybe 0.1in too low; MO changed max temp from 43.9 to 48.9",5578,1033.8,3.8,94,x,1,x
1908,02,08,6_sa,x,"MO return",5578,1029.7,4.2,69,x,0,x
1908,02,09,7_su,x,"MO return",5578,1029.3,7.6,80,x,0,x
1908,02,10,1_mo,x,"MO return",5578,1030.0,6.0,81,x,0,x
1908,02,11,2_tu,x,"MO return",5578,1032.8,5.6,91,x,0,x
1908,02,12,3_we,x,"MO return",5578,1030.7,5.6,84,x,0,x
1908,02,13,4_th,x,"MO return",5578,1021.5,0.5,68,x,1,x
1908,02,14,5_fr,x,"MO return",5578,1021.5,6.1,97,x,0,x
1908,02,15,6_sa,x,"MO return",5578,1017.2,8.9,79,x,1,x
1908,02,16,7_su,x,"MO return",5578,1016.8,4.4,77,x,1,x
1908,02,17,1_mo,x,"MO return; MO changed maxt from 650 to 550; pressure values seem about 6 mb too low cf NCEP",5578,999.9,9.0,98,x,1,x
1908,02,18,2_tu,x,"MO return",5578,1002.0,7.5,85,x,1,x
1908,02,19,3_we,x,"MO return",5578,1008.8,7.2,80,x,1,x
1908,02,20,4_th,x,"MO return",5578,1013.1,7.9,95,x,0,x
1908,02,21,5_fr,x,"MO return",5578,1011.2,8.4,88,x,0,x
1908,02,22,6_sa,x,"MO return",5578,1008.1,6.7,83,x,1,x
1908,02,23,7_su,x,"MO return; MO changes maxt from 562 to 512",5578,1004.5,6.4,77,x,1,x
1908,02,24,1_mo,x,"MO return",5578,1002.6,3.9,70,x,1,x
1908,02,25,2_tu,x,"MO return",5578,1011.2,6.1,77,x,0,x
1908,02,26,3_we,x,"MO return",5578,1017.2,4.2,79,x,1,x
1908,02,27,4_th,x,"MO return",5578,1006.1,6.7,72,x,1,x
1908,02,28,5_fr,x,"MO return; MO changed maxt from 539 to 439",5578,989.6,3.3,90,x,1,x
1908,02,29,6_sa,x,"MO return",5578,987.1,1.7,70,x,1,x
1908,03,01,7_su,x,"MO return; pressure about 5mb too high cf NCEP",5578,991.5,1.9,80,x,1,x
1908,03,02,1_mo,x,"MO return",5578,1001.4,1.1,80,x,1,x
1908,03,03,2_tu,x,"MO return",5578,1001.0,1.0,90,x,1,x
1908,03,04,3_we,x,"MO return",5578,1000.5,1.7,89,x,0,x
1908,03,05,4_th,x,"MO return",5578,1012.6,0.8,85,x,1,x
1908,03,06,5_fr,x,"MO return; pressure about 10 mb too low",5578,986.8,7.2,92,x,1,x
1908,03,07,6_sa,x,"MO return",5578,1005.4,4.5,95,x,1,x
1908,03,08,7_su,x,"MO return",5578,1003.1,8.8,91,x,1,x
1908,03,09,1_mo,x,"MO return",5578,994.3,5.5,85,x,1,x
1908,03,10,2_tu,x,"MO return",5578,991.3,6.4,74,x,0,x
1908,03,11,3_we,x,"MO return",5578,1005.3,5.6,78,x,0,x
1908,03,12,4_th,x,"MO return",5578,1013.5,1.9,70,x,0,x
1908,03,13,5_fr,x,"MO return",5578,1016.5,3.9,82,x,0,x
1908,03,14,6_sa,x,"MO return; MO changed maxt from 489 to 469",5578,1019.5,1.9,80,x,0,x
1908,03,15,7_su,x,"MO return",5578,1020.4,2.7,59,x,1,x
1908,03,16,1_mo,x,"MO return",5578,1012.2,3.4,94,x,1,x
1908,03,17,2_tu,x,"MO return",5578,1010.2,3.7,83,x,0,x
1908,03,18,3_we,x,"MO return",5578,1009.4,2.2,83,x,1,x
1908,03,19,4_th,x,"MO return",5578,1010.3,2.7,69,x,0,x
1908,03,20,5_fr,x,"MO return; MO changed maxt from 521 to 421",5578,1008.9,0.6,78,x,0,x
1908,03,21,6_sa,x,"MO return",5578,1012.1,3.9,77,x,0,x
1908,03,22,7_su,x,"MO return",5578,1000.5,6.8,65,x,1,x
1908,03,23,1_mo,x,"MO return",5578,1008.2,5.6,95,x,0,x
1908,03,24,2_tu,x,"MO return",5578,1016.4,7.4,78,x,1,x
1908,03,25,3_we,x,"MO return",5578,1012.1,6.8,87,x,1,x
1908,03,26,4_th,x,"MO return",5578,1014.4,4.9,87,x,0,x
1908,03,27,5_fr,x,"MO return",5578,1018.8,3.8,94,x,1,x
1908,03,28,6_sa,x,"MO return",5578,1012.4,6.1,77,x,0,x
1908,03,29,7_su,x,"MO return",5578,1016.7,8.3,78,x,1,x
1908,03,30,1_mo,x,"MO return",5578,1011.5,8.3,73,x,1,x
1908,03,31,2_tu,x,"MO return",5578,1003.5,7.2,64,x,0,x
1908,04,01,3_we,x,"MO return",5578,1010.4,6.7,73,x,1,x
1908,04,02,4_th,x,"MO return",5578,1014.0,10.8,86,x,0,x
1908,04,03,5_fr,x,"MO return",5578,1009.1,9.2,69,x,1,x
1908,04,04,6_sa,x,"MO return",5578,1009.5,7.4,67,x,1,x
1908,04,05,7_su,x,"MO return",5578,1010.0,5.3,80,x,1,x
1908,04,06,1_mo,x,"MO return",5578,1020.2,6.2,78,x,1,x
1908,04,07,2_tu,x,"MO return",5578,1024.8,6.1,65,x,0,x
1908,04,08,3_we,x,"MO return",5578,1021.1,5.6,72,x,0,x
1908,04,09,4_th,x,"MO return",5578,1015.4,8.1,57,x,0,x
1908,04,10,5_fr,x,"MO return",5578,1011.2,7.8,79,x,0,x
1908,04,11,6_sa,x,"MO return",5578,1007.2,6.8,84,x,0,x
1908,04,12,7_su,x,"MO return",5578,1012.1,6.1,86,x,1,x
1908,04,13,1_mo,x,"MO return",5578,1017.6,7.5,63,x,0,x
1908,04,14,2_tu,x,"MO return",5578,1019.8,6.6,61,x,0,x
1908,04,15,3_we,x,"MO return",5578,1020.0,5.3,74,x,0,x
1908,04,16,4_th,x,"MO return",5578,1020.5,10.6,69,x,0,x
1908,04,17,5_fr,EF,"MO return",5578,1020.9,9.4,61,x,0,x
1908,04,18,6_sa,ES,"MO return",5578,1010.7,7.2,64,x,0,x
1908,04,19,7_su,EA,"MO return",5578,1004.8,8.3,64,x,1,x
1908,04,20,1_mo,EM,"MO return",5578,1004.5,5.7,61,x,1,x
1908,04,21,2_tu,x,"MO return",5578,1006.5,6.6,83,x,0,x
1908,04,22,3_we,x,"MO return",5578,1005.1,8.9,73,x,1,x
1908,04,23,4_th,x,"MO return",5578,1002.0,4.9,82,x,1,x
1908,04,24,5_fr,x,"MO return; maxt marked as ? By MO",5578,995.5,1.9,69,x,1,x
1908,04,25,6_sa,x,"MO return; mint marked as ? By MO",5578,993.3,-0.3,100,x,1,x
1908,04,26,7_su,x,"MO return",5578,998.7,4.2,80,x,0,x
1908,04,27,1_mo,x,"MO return",5578,1004.8,8.4,72,x,1,x
1908,04,28,2_tu,x,"MO return",5578,1002.9,8.7,93,x,1,x
1908,04,29,3_we,x,"MO return",5578,1012.8,11.4,81,x,1,x
1908,04,30,4_th,x,"MO return",5578,1020.3,10.1,93,x,1,x
1908,05,01,5_fr,x,"MO return; MSLp changed from 30.111 in monthly return",5578,1020.6,17.2,76,x,0,x
1908,05,02,6_sa,x,"MO return",5578,1017.3,18.8,70,x,1,x
1908,05,03,7_su,x,"MO return",5578,1014.0,12.1,92,x,1,x
1908,05,04,1_mo,x,"MO return",5578,1005.6,12.8,90,x,1,x
1908,05,05,2_tu,x,"MO return",5578,997.9,11.2,93,x,1,x
1908,05,06,3_we,x,"MO return",5578,994.2,11.2,90,x,1,x
1908,05,07,4_th,x,"MO return",5578,1009.3,12.7,56,x,1,x
1908,05,08,5_fr,x,"MO return",5578,1009.0,13.0,88,x,0,x
1908,05,09,6_sa,x,"MO return",5578,1006.3,14.9,68,x,0,x
1908,05,10,7_su,x,"MO return",5578,1009.3,13.3,77,x,0,x
1908,05,11,1_mo,x,"MO return",5578,1012.9,14.2,59,x,1,x
1908,05,12,2_tu,x,"MO return",5578,1007.2,14.3,67,x,1,x
1908,05,13,3_we,x,"MO return",5578,1005.4,12.8,69,x,1,x
1908,05,14,4_th,x,"MO return",5578,1000.7,9.7,90,x,1,x
1908,05,15,5_fr,x,"MO return",5578,1001.8,10.7,81,x,1,x
1908,05,16,6_sa,x,"MO return",5578,1019.5,12.7,77,x,0,x
1908,05,17,7_su,x,"MO return; stnP was 30.344 on monthly return - changed as MSLP agrees with NCEP reanalysis",5578,1024.2,15.6,82,x,0,x
1908,05,18,1_mo,x,"MO return",5578,1029.9,13.2,82,x,0,x
1908,05,19,2_tu,x,"MO return",5578,1026.5,12.9,89,x,0,x
1908,05,20,3_we,x,"MO return;maxt changed from 738 to 638 by MO",5578,1025.0,14.9,69,x,0,x
1908,05,21,4_th,x,"MO return",5578,1010.1,15.8,66,x,0,x
1908,05,22,5_fr,x,"MO return",5578,1004.9,13.5,57,x,1,x
1908,05,23,6_sa,x,"MO return",5578,1015.6,11.0,73,x,1,x
1908,05,24,7_su,x,"MO return",5578,1013.3,14.4,71,x,1,x
1908,05,25,1_mo,x,"MO return",5578,1008.0,13.6,66,x,1,x
1908,05,26,2_tu,x,"MO return",5578,1018.3,13.9,77,x,0,x
1908,05,27,3_we,x,"MO return",5578,1029.7,17.7,62,x,0,x
1908,05,28,4_th,x,"MO return",5578,1030.1,19.3,53,x,0,x
1908,05,29,5_fr,x,"MO return",5578,1025.2,16.9,62,x,1,x
1908,05,30,6_sa,x,"MO return",5578,1014.2,13.6,88,x,0,x
1908,05,31,7_su,x,"MO return",5578,1012.8,19.0,67,x,1,x
1908,06,01,1_mo,x,"MO return; MSLP-stnP seems rather large; MSLp seems OK",5578,1009.3,21.4,76,x,1,x
1908,06,02,2_tu,x,"MO return",5578,1011.4,17.5,84,x,0,x
1908,06,03,3_we,x,"MO return",5578,1015.6,23.1,66,x,0,x
1908,06,04,4_th,x,"MO return",5578,1015.8,22.0,65,x,0,x
1908,06,05,5_fr,x,"MO return",5578,1015.4,15.1,62,x,0,x
1908,06,06,6_sa,L6,"MO return",5578,1012.3,12.1,61,x,0,x
1908,06,07,7_su,L7,"MO return",5578,1019.6,10.5,69,x,1,x
1908,06,08,1_mo,LS,"MO return",5578,1017.2,13.8,77,x,1,x
1908,06,09,2_tu,x,"MO return",5578,1021.2,15.6,77,x,0,x
1908,06,10,3_we,x,"MO return",5578,1024.2,18.9,71,x,0,x
1908,06,11,4_th,x,"MO return",5578,1021.5,18.3,61,x,1,x
1908,06,12,5_fr,x,"MO return",5578,1014.8,14.4,83,x,0,x
1908,06,13,6_sa,x,"MO return",5578,1011.7,14.5,69,x,1,x
1908,06,14,7_su,x,"MO return; MSLP changed from 29850 to 29750 to agree with NCEP reanalysis",5578,1004.7,14.9,67,x,0,x
1908,06,15,1_mo,x,"MO return",5578,1015.3,17.7,59,x,0,x
1908,06,16,2_tu,x,"MO return",5578,1003.9,15.6,72,x,1,x
1908,06,17,3_we,x,"MO return",5578,1003.9,12.8,90,x,1,x
1908,06,18,4_th,x,"MO return",5578,1011.8,15.5,68,x,0,x
1908,06,19,5_fr,x,"MO return",5578,1008.3,16.5,63,x,0,x
1908,06,20,6_sa,x,"MO return",5578,1010.0,16.4,56,x,0,x
1908,06,21,7_su,x,"MO return",5578,1019.4,11.9,66,x,0,x
1908,06,22,1_mo,x,"MO return; MSLP changed fro 30267 to30167 to agree with NCEP reanalysis",5578,1019.3,12.2,66,x,0,x
1908,06,23,2_tu,x,"MO return",5578,1018.7,19.2,59,x,0,x
1908,06,24,3_we,x,"MO return",5578,1023.6,18.6,64,x,0,x
1908,06,25,4_th,x,"MO return",5578,1025.3,14.8,67,x,0,x
1908,06,26,5_fr,x,"MO return",5578,1025.3,20.4,45,x,0,x
1908,06,27,6_sa,x,"MO return",5578,1026.8,15.1,82,x,0,x
1908,06,28,7_su,x,"MO return; partial solar eclipse at 5.14-6.00 pm",5578,1024.7,15.3,78,x,0,x
1908,06,29,1_mo,x,"MO return",5578,1022.1,18.8,65,x,0,x
1908,06,30,2_tu,x,"MO return",5578,1021.4,17.5,59,x,0,x
1908,07,01,3_we,x,"MO return",5578,1023.7,20.9,57,x,0,x
1908,07,02,4_th,x,"MO return; aurora borealis seen",5578,1025.3,21.6,87,x,0,x
1908,07,03,5_fr,x,"MO return",5578,1022.5,22.2,50,x,0,x
1908,07,04,6_sa,x,"MO return",5578,1017.4,16.1,79,x,1,x
1908,07,05,7_su,x,"MO return",5578,1016.5,16.6,80,x,0,x
1908,07,06,1_mo,x,"MO return",5578,1015.9,17.5,66,x,0,x
1908,07,07,2_tu,x,"MO return",5578,1012.7,18.4,55,x,1,x
1908,07,08,3_we,x,"MO return",5578,1010.2,16.4,82,x,1,x
1908,07,09,4_th,x,"MO return",5578,1008.6,16.0,70,x,1,x
1908,07,10,5_fr,x,"MO return",5578,1007.6,17.2,73,x,1,x
1908,07,11,6_sa,x,"MO return",5578,1005.9,16.7,88,x,1,x
1908,07,12,7_su,x,"MO return; maxt changed by MO from 788 to 688",5578,1002.4,17.3,61,x,0,x
1908,07,13,1_mo,x,"MO return",5578,1000.5,14.0,81,x,1,x
1908,07,14,2_tu,x,"MO return",5578,1006.7,15.6,74,x,1,x
1908,07,15,3_we,x,"MO return",5578,1009.5,16.7,70,x,1,x
1908,07,16,4_th,x,"MO return",5578,1008.9,17.8,77,x,1,x
1908,07,17,5_fr,x,"MO return",5578,994.7,16.1,78,x,1,x
1908,07,18,6_sa,x,"MO return",5578,1001.9,14.4,86,x,0,x
1908,07,19,7_su,x,"MO return",5578,1016.9,13.8,82,x,0,x
1908,07,20,1_mo,x,"MO return",5578,1017.6,14.4,62,x,0,x
1908,07,21,2_tu,x,"MO return",5578,1018.7,17.4,70,x,0,x
1908,07,22,3_we,x,"MO return",5578,1019.4,19.9,65,x,0,x
1908,07,23,4_th,x,"MO return",5578,1018.2,16.7,83,x,0,x
1908,07,24,5_fr,x,"MO return",5578,1017.4,21.7,73,x,0,x
1908,07,25,6_sa,x,"MO return",5578,1013.3,18.9,78,x,0,x
1908,07,26,7_su,x,"MO return",5578,1018.7,17.7,77,x,0,x
1908,07,27,1_mo,x,"MO return",5578,1019.8,18.8,63,x,0,x
1908,07,28,2_tu,x,"MO return",5578,1021.5,20.3,65,x,0,x
1908,07,29,3_we,x,"MO return",5578,1029.1,19.7,63,x,0,x
1908,07,30,4_th,x,"MO return",5578,1027.7,21.4,63,x,0,x
1908,07,31,5_fr,x,"MO return",5578,1023.8,20.0,57,x,0,x
1908,08,01,6_sa,S6,"MO return",5578,1023.2,18.1,59,x,0,x
1908,08,02,7_su,S7,"MO return",5578,1026.4,19.8,62,x,0,x
1908,08,03,1_mo,SM,"MO return",5578,1027.1,20.7,54,x,0,x
1908,08,04,2_tu,x,"MO return",5578,1021.9,23.2,41,x,0,x
1908,08,05,3_we,x,"MO return",5578,1009.5,15.0,66,x,1,x
1908,08,06,4_th,x,"MO return",5578,1013.7,16.0,66,x,0,x
1908,08,07,5_fr,x,"MO return",5578,1019.3,18.0,58,x,0,x
1908,08,08,6_sa,x,"MO return",5578,1021.2,14.4,83,x,0,x
1908,08,09,7_su,x,"MO return",5578,1018.5,18.4,64,x,0,x
1908,08,10,1_mo,x,"MO return",5578,1011.2,19.6,65,x,1,x
1908,08,11,2_tu,x,"MO return",5578,1019.2,14.7,63,x,0,x
1908,08,12,3_we,x,"MO return",5578,1022.6,15.3,59,x,1,x
1908,08,13,4_th,x,"MO return",5578,1014.5,15.9,63,x,1,x
1908,08,14,5_fr,x,"MO return",5578,1011.3,16.4,76,x,0,x
1908,08,15,6_sa,x,"MO return",5578,1015.9,15.1,74,x,0,x
1908,08,16,7_su,x,"MO return",5578,1017.8,18.3,64,x,0,x
1908,08,17,1_mo,x,"MO return",5578,1018.7,16.8,63,x,0,x
1908,08,18,2_tu,x,"MO return",5578,1019.9,13.4,75,x,0,x
1908,08,19,3_we,x,"MO return",5578,1020.4,15.3,73,x,1,x
1908,08,20,4_th,x,"MO return",5578,1014.0,13.9,89,x,1,x
1908,08,21,5_fr,x,"MO return",5578,1007.0,18.6,73,x,1,x
1908,08,22,6_sa,x,"MO return",5578,1006.6,17.9,76,x,1,x
1908,08,23,7_su,x,"MO return",5578,1009.7,12.3,94,x,1,x
1908,08,24,1_mo,x,"MO return",5578,1008.5,19.3,77,x,1,x
1908,08,25,2_tu,x,"MO return",5578,1003.7,17.5,68,x,1,x
1908,08,26,3_we,x,"MO return",5578,1007.9,14.1,92,x,1,x
1908,08,27,4_th,x,"MO return",5578,1001.4,17.2,66,x,1,x
1908,08,28,5_fr,x,"MO return",5578,996.7,14.3,84,x,1,x
1908,08,29,6_sa,x,"MO return",5578,1001.4,16.0,65,x,1,x
1908,08,30,7_su,x,"MO return",5578,1009.5,15.3,76,x,1,x
1908,08,31,1_mo,x,"MO return",5578,1011.1,14.7,75,x,1,x
1908,09,01,2_tu,x,"MO return; pressure possibly about 10 mb too low",5578,985.8,12.1,81,x,1,x
1908,09,02,3_we,x,"MO return; some confusion in monthly report over thunder date; 2nd seems correct",5578,1008.8,15.6,63,x,1,x
1908,09,03,4_th,x,"MO return",5578,1012.9,12.3,70,x,1,x
1908,09,04,5_fr,x,"MO return",5578,1005.1,10.9,94,x,1,x
1908,09,05,6_sa,x,"MO return",5578,1022.7,10.6,83,x,0,x
1908,09,06,7_su,x,"MO return",5578,1020.5,14.6,78,x,0,x
1908,09,07,1_mo,x,"MO return",5578,1016.0,15.0,77,x,0,x
1908,09,08,2_tu,x,"MO return",5578,1005.6,14.0,85,x,1,x
1908,09,09,3_we,x,"MO return",5578,1000.8,14.2,66,x,0,x
1908,09,10,4_th,x,"MO return; mint changed from 490 to 440 by MO",5578,1006.9,11.2,64,x,0,x
1908,09,11,5_fr,x,"MO return",5578,1006.6,11.1,80,x,1,x
1908,09,12,6_sa,x,"MO return",5578,1011.9,10.2,77,x,0,x
1908,09,13,7_su,x,"MO return",5578,1021.0,7.8,89,x,0,x
1908,09,14,1_mo,x,"MO return",5578,1021.9,13.3,75,x,0,x
1908,09,15,2_tu,x,"MO return",5578,1014.4,11.7,93,x,1,x
1908,09,16,3_we,x,"MO return",5578,1019.8,12.5,76,x,1,x
1908,09,17,4_th,x,"MO return",5578,1016.9,16.1,73,x,0,x
1908,09,18,5_fr,x,"MO return; MSLp entred as 29.915 in monthly report form",5578,1013.3,11.4,95,x,1,x
1908,09,19,6_sa,x,"MO return; today not listed in dates with fog, although f at morning obs",5578,1016.3,15.1,95,x,0,x
1908,09,20,7_su,x,"MO return",5578,1012.1,17.1,83,x,1,x
1908,09,21,1_mo,x,"MO return",5578,1015.5,13.2,91,x,0,x
1908,09,22,2_tu,x,"MO return",5578,1013.0,9.1,95,x,1,x
1908,09,23,3_we,x,"MO return",5578,1007.7,14.4,88,x,1,x
1908,09,24,4_th,x,"MO return",5578,1009.6,13.8,88,x,0,x
1908,09,25,5_fr,x,"MO return",5578,1011.2,13.3,90,x,1,x
1908,09,26,6_sa,x,"MO return",5578,1009.5,13.9,81,x,1,x
1908,09,27,7_su,x,"MO return",5578,1011.8,13.3,84,x,1,x
1908,09,28,1_mo,x,"MO return",5578,1013.1,15.7,97,x,0,x
1908,09,29,2_tu,x,"MO return",5578,1019.6,17.9,90,x,0,x
1908,09,30,3_we,x,"MO return; fog reported on 31st Sept in monthly report!; 30th seems correct",5578,1021.9,17.2,95,x,0,x
1908,10,01,4_th,x,"MO return; stnP changed from 30108 to 30180 to agree with MSLP",5578,1022.0,14.0,99,x,0,x
1908,10,02,5_fr,x,"MO return",5578,1020.0,13.8,99,x,1,x
1908,10,03,6_sa,x,"MO return",5578,1020.3,12.2,99,x,0,x
1908,10,04,7_su,x,"MO return",5578,1021.6,12.3,98,x,1,x
1908,10,05,1_mo,x,"MO return",5578,1022.3,14.2,98,x,0,x
1908,10,06,2_tu,x,"MO return",5578,1021.7,11.7,93,x,0,x
1908,10,07,3_we,x,"MO return",5578,1018.8,9.2,98,x,1,x
1908,10,08,4_th,x,"MO return",5578,1018.5,14.4,95,x,0,x
1908,10,09,5_fr,x,"MO return",5578,1012.7,16.7,90,x,1,x
1908,10,10,6_sa,x,"MO return",5578,1012.0,12.7,89,x,0,x
1908,10,11,7_su,x,"MO return;MSLP 30.186 in monthly return; changed to 30.286 cf NCEP",5578,1022.4,10.5,97,x,0,x
1908,10,12,1_mo,x,"MO return",5578,1019.3,11.8,99,x,1,x
1908,10,13,2_tu,x,"MO return",5578,1016.4,12.7,96,x,0,x
1908,10,14,3_we,x,"MO return; MSLP given as 29.05 in monthly return",5578,1015.2,12.2,93,x,0,x
1908,10,15,4_th,x,"MO return",5578,1016.3,11.1,97,x,0,x
1908,10,16,5_fr,x,"MO return",5578,1014.0,13.8,88,x,1,x
1908,10,17,6_sa,x,"MO return",5578,1013.0,13.8,96,x,0,x
1908,10,18,7_su,x,"MO return",5578,1015.9,11.8,99,x,1,x
1908,10,19,1_mo,x,"MO return",5578,1013.6,12.7,98,x,1,x
1908,10,20,2_tu,x,"MO return",5578,1014.2,10.6,93,x,1,x
1908,10,21,3_we,x,"MO return",5578,1015.0,6.5,94,x,1,x
1908,10,22,4_th,x,"MO return",5578,1027.3,6.6,79,x,0,x
1908,10,23,5_fr,x,"MO return",5578,1026.9,7.8,78,x,0,x
1908,10,24,6_sa,x,"MO return",5578,1020.2,6.1,84,x,1,x
1908,10,25,7_su,x,"MO return",5578,1020.1,2.8,83,x,0,x
1908,10,26,1_mo,x,"MO return",5578,1012.1,10.3,97,x,1,x
1908,10,27,2_tu,x,"MO return",5578,1010.0,7.2,93,x,1,x
1908,10,28,3_we,x,"MO return",5578,1016.5,7.5,96,x,1,x
1908,10,29,4_th,x,"MO return",5578,1021.3,11.1,99,x,0,x
1908,10,30,5_fr,x,"MO return",5578,1014.6,7.3,98,x,0,x
1908,10,31,6_sa,x,"MO return",5578,1017.3,13.4,92,x,0,x
1908,11,01,7_su,x,"MO return",5578,1018.8,10.9,97,x,0,x
1908,11,02,1_mo,x,"MO return",5578,1016.5,10.3,91,x,0,x
1908,11,03,2_tu,x,"MO return",5578,1015.9,8.2,89,x,0,x
1908,11,04,3_we,x,"MO return",5578,1015.8,8.3,92,x,0,x
1908,11,05,4_th,x,"MO return",5578,1019.0,6.7,94,x,0,x
1908,11,06,5_fr,x,"MO return",5578,1017.1,6.7,84,x,0,x
1908,11,07,6_sa,x,"MO return; 441 was the reported dry bulb; changed by MO; RB has calcultaed humidity values",5578,1014.6,3.9,87,x,0,x
1908,11,08,7_su,x,"MO return",5578,1001.7,3.8,70,x,0,x
1908,11,09,1_mo,x,"MO return",5578,1007.7,1.1,78,x,0,x
1908,11,10,2_tu,x,"MO return",5578,1011.0,-0.1,94,x,1,x
1908,11,11,3_we,x,"MO return",5578,1010.6,10.3,97,x,1,x
1908,11,12,4_th,x,"MO return",5578,1014.6,9.7,97,x,1,x
1908,11,13,5_fr,x,"MO return",5578,1010.7,11.1,93,x,1,x
1908,11,14,6_sa,x,"MO return",5578,1010.2,8.8,86,x,1,x
1908,11,15,7_su,x,"MO return",5578,1021.9,8.8,86,x,1,x
1908,11,16,1_mo,x,"MO return",5578,1021.2,7.1,91,x,1,x
1908,11,17,2_tu,x,"MO return",5578,1022.3,5.6,91,x,0,x
1908,11,18,3_we,x,"MO return",5578,1024.7,7.2,83,x,1,x
1908,11,19,4_th,x,"MO return",5578,1008.6,6.7,83,x,0,x
1908,11,20,5_fr,x,"MO return; maxt changed by from 415 (or 475) to 490",5578,1017.8,3.2,92,x,0,x
1908,11,21,6_sa,x,"MO return",5578,1014.2,6.0,78,x,1,x
1908,11,22,7_su,x,"MO return",5578,997.8,13.3,84,x,0,x
1908,11,23,1_mo,x,"MO return",5578,1006.6,9.0,72,x,0,x
1908,11,24,2_tu,x,"MO return",5578,1018.9,5.7,89,x,1,x
1908,11,25,3_we,x,"MO return",5578,1015.9,5.5,85,x,0,x
1908,11,26,4_th,x,"MO return",5578,1018.6,8.9,88,x,0,x
1908,11,27,5_fr,x,"MO return; register days dew point and VP 420/.227; changed to 440/.288",5578,1022.2,7.6,95,x,0,x
1908,11,28,6_sa,x,"MO return",5578,1014.5,9.7,83,x,0,x
1908,11,29,7_su,x,"MO return",5578,1021.0,10.8,94,x,1,x
1908,11,30,1_mo,x,"MO return",5578,1027.6,10.4,96,x,0,x
1908,12,01,2_tu,x,"MO return",5578,1028.2,5.3,96,x,0,x
1908,12,02,3_we,x,"MO return",5578,1025.7,3.3,92,x,0,x
1908,12,03,4_th,x,"MO return",5578,1023.0,3.3,95,x,0,x
1908,12,04,5_fr,x,"MO return",5578,1023.4,2.6,95,x,1,x
1908,12,05,6_sa,x,"MO return",5578,1022.1,5.6,96,x,1,x
1908,12,06,7_su,x,"MO return",5578,1015.0,8.2,99,x,1,x
